CurrencyKey,DateKey,AverageRate,EndOfDayRate
3,20170701,1,0008006405124099,1,00040016006403
3,20170702,1,0008006405124099,1,001001001001
3,20170703,1,000100010001,0,99960015993602602
3,20170704,1,000100010001,1,001001001001
3,20170705,1,000200040008,0,99990000999899997
3,20170706,1,000200040008,1,00040016006403
3,20170707,1,0005002501250599,0,99990000999899997
3,20170708,1,0005002501250599,1,001001001001
3,20170709,1,0005002501250599,1
3,20170710,1,000100010001,1,00040016006403
3,20170711,1,000200040008,0,99990000999899997
3,20170712,1,000200040008,1,00110121133247
3,20170713,1,000200040008,0,99990000999899997
3,20170714,1,1,00090081072966
3,20170715,1,0,99980003999200195
3,20170716,1,1,00030009002701
3,20170717,1,000200040008,0,99960015993602602
3,20170718,1,000200040008,1,0008006405124099
3,20170719,1,000200040008,1,000100010001
3,20170720,1,000200040008,1,00110121133247
3,20170721,1,0007004903432399,1,000200040008
3,20170722,1,0007004903432399,1,0008006405124099
3,20170723,1,0007004903432399,0,99960015993602602
3,20170724,1,000200040008,1,00110121133247
3,20170725,1,000200040008,1,000200040008
3,20170726,1,000200040008,1,0008006405124099
3,20170727,1,000200040008,0,99950024987506203
3,20170728,1,0062386798148499,1,00644122383253
3,20170729,1,0062386798148499,1,00603621730382
3,20170730,1,0062386798148499,1,00633994163228
3,20170731,1,000200040008,0,99960015993602602
3,20170801,1,000200040008,1,0008006405124099
3,20170802,1,000200040008,0,99960015993602602
3,20170803,1,000200040008,1,0012014417300801
3,20170804,1,0008006405124099,0,99970008997300797
3,20170805,1,0008006405124099,1,00110121133247
3,20170806,1,0008006405124099,0,99990000999899997
3,20170807,1,000200040008,1,000200040008
3,20170808,1,000100010001,0,99980003999200195
3,20170809,1,000200040008,1,00110121133247
3,20170810,1,000200040008,0,99980003999200195
3,20170811,1,0005002501250599,1,0013016921998601
3,20170812,1,0005002501250599,0,99960015993602602
3,20170813,1,0005002501250599,1,00110121133247
3,20170814,1,000100010001,0,999400359784129
3,20170815,1,000100010001,1,00040016006403
3,20170816,1,000200040008,0,99960015993602602
3,20170817,1,000200040008,1,00110121133247
3,20170818,1,0005002501250599,1,00030009002701
3,20170819,1,0005002501250599,1,00090081072966
3,20170820,1,0005002501250599,1
3,20170821,1,000100010001,1,00040016006403
3,20170822,1,000100010001,0,99980003999200195
3,20170823,1,000100010001,1,000100010001
3,20170824,1,000100010001,0,99960015993602602
3,20170825,1,0005002501250599,1,0013016921998601
3,20170826,1,0005002501250599,0,99970008997300797
3,20170827,1,0005002501250599,1,0014019627478501
3,20170828,1,000200040008,0,99950024987506203
3,20170829,1,000200040008,1,00110121133247
3,20170830,1,000200040008,0,99960015993602602
3,20170831,1,000200040008,1,00030009002701
3,20170901,1,0005002501250599,0,99970008997300797
3,20170902,1,0005002501250599,1,00110121133247
3,20170903,1,0005002501250599,1,000100010001
3,20170904,1,000200040008,1,00110121133247
3,20170905,1,000200040008,0,99990000999899997
3,20170906,1,000100010001,1,00030009002701
3,20170907,1,000200040008,0,99990000999899997
3,20170908,1,0005002501250599,1,0012014417300801
3,20170909,1,0005002501250599,0,99980003999200195
3,20170910,1,0005002501250599,1,0007004903432399
3,20170911,1,000100010001,1,000100010001
3,20170912,1,000100010001,1,00090081072966
3,20170913,1,000100010001,0,99960015993602602
3,20170914,1,000100010001,1,00030009002701
3,20170915,1,0005002501250599,0,99960015993602602
3,20170916,1,0005002501250599,1,00090081072966
3,20170917,1,0005002501250599,0,99960015993602602
3,20170918,1,000200040008,1,0007004903432399
3,20170919,1,000200040008,1,000100010001
3,20170920,1,000200040008,1,000200040008
3,20170921,1,000200040008,0,99960015993602602
3,20170922,1,0005002501250599,1,0007004903432399
3,20170923,1,0005002501250599,0,99960015993602602
3,20170924,1,0005002501250599,1,0005002501250599
3,20170925,1,000200040008,0,99950024987506203
3,20170926,1,000200040008,1,0007004903432399
3,20170927,1,000200040008,0,99980003999200195
3,20170928,1,000200040008,1,0005002501250599
3,20170929,1,0005002501250599,1,00040016006403
3,20170930,1,0005002501250599,1,001001001001
3,20171001,1,0005002501250599,1,00040016006403
3,20171002,1,000100010001,1,0005002501250599
3,20171003,1,000100010001,0,99990000999899997
3,20171004,1,001001001001,1,001001001001
3,20171005,1,001001001001,1,0005002501250599
3,20171006,1,001001001001,1,0015022533800699
3,20171007,1,00040016006403,0,99970008997300797
3,20171008,1,00030009002701,1,0008006405124099
3,20171009,1,000200040008,0,999400359784129
3,20171010,1,000200040008,1,001001001001
3,20171011,1,000200040008,0,99990000999899997
3,20171012,1,000200040008,1,001001001001
3,20171013,1,0008006405124099,1,000200040008
3,20171014,1,0008006405124099,1,00110121133247
3,20171015,1,0008006405124099,0,99990000999899997
3,20171016,1,0008006405124099,1,0013016921998601
3,20171017,1,000200040008,0,99960015993602602
3,20171018,1,000200040008,1,000200040008
3,20171019,1,000200040008,0,99960015993602602
3,20171020,1,0007004903432399,1,0014019627478501
3,20171021,1,0007004903432399,0,99990000999899997
3,20171022,1,0007004903432399,1,00170289492137
3,20171023,1,000200040008,0,99960015993602602
3,20171024,1,000200040008,1,00090081072966
3,20171025,1,000200040008,0,99960015993602602
3,20171026,1,000200040008,1,000200040008
3,20171027,1,0007004903432399,0,99980003999200195
3,20171028,1,0007004903432399,1,00090081072966
3,20171029,1,0007004903432399,0,99980003999200195
3,20171030,1,000200040008,1,00030009002701
3,20171031,1,000200040008,0,99970008997300797
3,20171101,1,000200040008,1,001001001001
3,20171102,1,000200040008,0,99980003999200195
3,20171103,1,0005002501250599,1,0014019627478501
3,20171104,1,0005002501250599,1,000200040008
3,20171105,1,0005002501250599,1,0015022533800699
3,20171106,1,000200040008,0,99960015993602602
3,20171107,1,000200040008,1,00090081072966
3,20171108,1,000200040008,0,999400359784129
3,20171109,1,000200040008,1,00110121133247
3,20171110,1,0008006405124099,0,99980003999200195
3,20171111,1,0008006405124099,1,001001001001
3,20171112,1,0008006405124099,1,0007004903432399
3,20171113,1,000100010001,1,00030009002701
3,20171114,1,000100010001,0,99930048965724005
3,20171115,1,000100010001,1,00030009002701
3,20171116,1,000200040008,0,99970008997300797
3,20171117,1,0005002501250599,1,00110121133247
3,20171118,1,0005002501250599,0,99980003999200195
3,20171119,1,0005002501250599,1,0008006405124099
3,20171120,1,000200040008,0,999400359784129
3,20171121,1,000200040008,1,00110121133247
3,20171122,1,000200040008,1,000200040008
3,20171123,1,000200040008,1,0012014417300801
3,20171124,1,000200040008,1
3,20171125,1,000200040008,1,000200040008
3,20171126,1,000200040008,0,999400359784129
3,20171127,1,000200040008,1,00090081072966
3,20171128,1,000200040008,0,99960015993602602
3,20171129,1,000200040008,1,0007004903432399
3,20171130,1,000200040008,0,99960015993602602
3,20171201,1,00090081072966,1,0013016921998601
3,20171202,1,00090081072966,1,000200040008
3,20171203,1,00090081072966,1,00110121133247
3,20171204,1,00090081072966,1,00030009002701
3,20171205,1,000200040008,1,0005002501250599
3,20171206,1,000200040008,0,999400359784129
3,20171207,1,000200040008,1,00030009002701
3,20171208,1,0005002501250599,1,000200040008
3,20171209,1,0005002501250599,1,0012014417300801
3,20171210,1,0005002501250599,0,99960015993602602
3,20171211,1,000200040008,1,0007004903432399
3,20171212,1,000200040008,0,99960015993602602
