SalesOrderNumber;SalesOrderLineNumber;ResellerKey;ProductKey;OrderDateKey;DueDateKey;ShipDateKey;EmployeeKey;PromotionKey;CurrencyKey;SalesTerritoryKey;OrderQuantity;UnitPrice;ExtendedAmount;UnitPriceDiscountPct;DiscountAmount;ProductStandardCost;TotalProductCost;SalesAmount;TaxAmount;FreightAmount;CarrierTrackingNumber;CustomerPONumber;RevisionNumber
SO43659;1;676;349;20170702;20170712;20170709;285;1;100;5;1;2 024,99;2 024,99;0;0,00;1 898,09;1 898,09;2 024,99;162,00;50,62;4911-403C-98;PO522145787;1
SO43659;2;676;350;20170702;20170712;20170709;285;1;100;5;3;2 024,99;6 074,98;0;0,00;1 898,09;5 694,28;6 074,98;486,00;151,87;4911-403C-98;PO522145787;1
SO43659;3;676;351;20170702;20170712;20170709;285;1;100;5;1;2 024,99;2 024,99;0;0,00;1 898,09;1 898,09;2 024,99;162,00;50,62;4911-403C-98;PO522145787;1
SO43659;4;676;344;20170702;20170712;20170709;285;1;100;5;1;2 039,99;2 039,99;0;0,00;1 912,15;1 912,15;2 039,99;163,20;51,00;4911-403C-98;PO522145787;1
SO43659;5;676;345;20170702;20170712;20170709;285;1;100;5;1;2 039,99;2 039,99;0;0,00;1 912,15;1 912,15;2 039,99;163,20;51,00;4911-403C-98;PO522145787;1
SO43659;6;676;346;20170702;20170712;20170709;285;1;100;5;2;2 039,99;4 079,99;0;0,00;1 912,15;3 824,31;4 079,99;326,40;102,00;4911-403C-98;PO522145787;1
SO43659;7;676;347;20170702;20170712;20170709;285;1;100;5;1;2 039,99;2 039,99;0;0,00;1 912,15;1 912,15;2 039,99;163,20;51,00;4911-403C-98;PO522145787;1
SO43659;8;676;229;20170702;20170712;20170709;285;1;100;5;3;28,84;86,52;0;0,00;31,72;95,17;86,52;6,92;2,16;4911-403C-98;PO522145787;1
SO43659;9;676;235;20170702;20170712;20170709;285;1;100;5;1;28,84;28,84;0;0,00;31,72;31,72;28,84;2,31;0,72;4911-403C-98;PO522145787;1
SO43659;10;676;218;20170702;20170712;20170709;285;1;100;5;6;5,70;34,20;0;0,00;3,40;20,38;34,20;2,74;0,86;4911-403C-98;PO522145787;1
SO43659;11;676;223;20170702;20170712;20170709;285;1;100;5;2;5,19;10,37;0;0,00;5,71;11,41;10,37;0,83;0,26;4911-403C-98;PO522145787;1
SO43659;12;676;220;20170702;20170712;20170709;285;1;100;5;4;20,19;80,75;0;0,00;12,03;48,11;80,75;6,46;2,02;4911-403C-98;PO522145787;1
SO43660;1;117;326;20170705;20170715;20170712;285;1;100;5;1;419,46;419,46;0;0,00;413,15;413,15;419,46;33,56;10,49;6431-4D57-83;PO18850127500;1
SO43660;2;117;319;20170705;20170715;20170712;285;1;100;5;1;874,79;874,79;0;0,00;884,71;884,71;874,79;69,98;21,87;6431-4D57-83;PO18850127500;1
SO43661;1;442;300;20170705;20170715;20170712;288;1;19;6;1;809,76;809,76;0;0,00;699,09;699,09;809,76;64,78;20,24;4E0A-4F89-AE;PO18473189620;1
SO43661;2;442;296;20170705;20170715;20170712;288;1;19;6;1;714,70;714,70;0;0,00;617,03;617,03;714,70;57,18;17,87;4E0A-4F89-AE;PO18473189620;1
SO43661;3;442;304;20170705;20170715;20170712;288;1;19;6;2;714,70;1 429,41;0;0,00;617,03;1 234,06;1 429,41;114,35;35,74;4E0A-4F89-AE;PO18473189620;1
SO43661;4;442;223;20170705;20170715;20170712;288;1;19;6;4;5,19;20,75;0;0,00;5,71;22,82;20,75;1,66;0,52;4E0A-4F89-AE;PO18473189620;1
SO43661;5;442;232;20170705;20170715;20170712;288;1;19;6;4;28,84;115,36;0;0,00;31,72;126,90;115,36;9,23;2,88;4E0A-4F89-AE;PO18473189620;1
SO43661;6;442;293;20170705;20170715;20170712;288;1;19;6;2;722,59;1 445,19;0;0,00;623,84;1 247,68;1 445,19;115,62;36,13;4E0A-4F89-AE;PO18473189620;1
SO43661;7;442;348;20170705;20170715;20170712;288;1;19;6;3;2 024,99;6 074,98;0;0,00;1 898,09;5 694,28;6 074,98;486,00;151,87;4E0A-4F89-AE;PO18473189620;1
SO43661;8;442;351;20170705;20170715;20170712;288;1;19;6;2;2 024,99;4 049,99;0;0,00;1 898,09;3 796,19;4 049,99;324,00;101,25;4E0A-4F89-AE;PO18473189620;1
SO43661;9;442;220;20170705;20170715;20170712;288;1;19;6;2;20,19;40,37;0;0,00;12,03;24,06;40,37;3,23;1,01;4E0A-4F89-AE;PO18473189620;1
SO43661;10;442;292;20170705;20170715;20170712;288;1;19;6;2;818,70;1 637,40;0;0,00;706,81;1 413,62;1 637,40;130,99;40,94;4E0A-4F89-AE;PO18473189620;1
SO43661;11;442;349;20170705;20170715;20170712;288;1;19;6;4;2 024,99;8 099,98;0;0,00;1 898,09;7 592,38;8 099,98;648,00;202,50;4E0A-4F89-AE;PO18473189620;1
SO43661;12;442;346;20170705;20170715;20170712;288;1;19;6;2;2 039,99;4 079,99;0;0,00;1 912,15;3 824,31;4 079,99;326,40;102,00;4E0A-4F89-AE;PO18473189620;1
SO43661;13;442;235;20170705;20170715;20170712;288;1;19;6;2;28,84;57,68;0;0,00;31,72;63,45;57,68;4,61;1,44;4E0A-4F89-AE;PO18473189620;1
SO43661;14;442;350;20170705;20170715;20170712;288;1;19;6;2;2 024,99;4 049,99;0;0,00;1 898,09;3 796,19;4 049,99;324,00;101,25;4E0A-4F89-AE;PO18473189620;1
SO43661;15;442;215;20170705;20170715;20170712;288;1;19;6;5;20,19;100,93;0;0,00;12,03;60,14;100,93;8,07;2,52;4E0A-4F89-AE;PO18473189620;1
SO43662;1;227;330;20170707;20170717;20170714;288;1;19;6;3;419,46;1 258,38;0;0,00;413,15;1 239,44;1 258,38;100,67;31,46;2E53-4802-85;PO18444174044;1
SO43662;2;227;342;20170707;20170717;20170714;288;1;19;6;5;419,46;2 097,29;0;0,00;413,15;2 065,73;2 097,29;167,78;52,43;2E53-4802-85;PO18444174044;1
SO43662;3;227;272;20170707;20170717;20170714;288;1;19;6;2;183,94;367,88;0;0,00;181,49;362,97;367,88;29,43;9,20;2E53-4802-85;PO18444174044;1
SO43662;4;227;315;20170707;20170717;20170714;288;1;19;6;4;874,79;3 499,18;0;0,00;884,71;3 538,83;3 499,18;279,93;87,48;2E53-4802-85;PO18444174044;1
SO43662;5;227;262;20170707;20170717;20170714;288;1;19;6;3;183,94;551,81;0;0,00;181,49;544,46;551,81;44,15;13,80;2E53-4802-85;PO18444174044;1
SO43662;6;227;326;20170707;20170717;20170714;288;1;19;6;5;419,46;2 097,29;0;0,00;413,15;2 065,73;2 097,29;167,78;52,43;2E53-4802-85;PO18444174044;1
SO43662;7;227;332;20170707;20170717;20170714;288;1;19;6;3;419,46;1 258,38;0;0,00;413,15;1 239,44;1 258,38;100,67;31,46;2E53-4802-85;PO18444174044;1
SO43662;8;227;338;20170707;20170717;20170714;288;1;19;6;2;419,46;838,92;0;0,00;413,15;826,29;838,92;67,11;20,97;2E53-4802-85;PO18444174044;1
SO43662;9;227;314;20170707;20170717;20170714;288;1;19;6;1;2 146,96;2 146,96;0;0,00;2 171,29;2 171,29;2 146,96;171,76;53,67;2E53-4802-85;PO18444174044;1
SO43662;10;227;317;20170707;20170717;20170714;288;1;19;6;1;874,79;874,79;0;0,00;884,71;884,71;874,79;69,98;21,87;2E53-4802-85;PO18444174044;1
SO43662;11;227;328;20170707;20170717;20170714;288;1;19;6;3;419,46;1 258,38;0;0,00;413,15;1 239,44;1 258,38;100,67;31,46;2E53-4802-85;PO18444174044;1
SO43662;12;227;275;20170707;20170717;20170714;288;1;19;6;1;356,90;356,90;0;0,00;352,14;352,14;356,90;28,55;8,92;2E53-4802-85;PO18444174044;1
SO43662;13;227;319;20170707;20170717;20170714;288;1;19;6;6;874,79;5 248,76;0;0,00;884,71;5 308,25;5 248,76;419,90;131,22;2E53-4802-85;PO18444174044;1
SO43662;14;227;270;20170707;20170717;20170714;288;1;19;6;1;183,94;183,94;0;0,00;181,49;181,49;183,94;14,72;4,60;2E53-4802-85;PO18444174044;1
SO43662;15;227;253;20170707;20170717;20170714;288;1;19;6;3;178,58;535,74;0;0,00;176,20;528,60;535,74;42,86;13,39;2E53-4802-85;PO18444174044;1
SO43662;16;227;310;20170707;20170717;20170714;288;1;19;6;1;2 146,96;2 146,96;0;0,00;2 171,29;2 171,29;2 146,96;171,76;53,67;2E53-4802-85;PO18444174044;1
SO43662;17;227;322;20170707;20170717;20170714;288;1;19;6;3;419,46;1 258,38;0;0,00;413,15;1 239,44;1 258,38;100,67;31,46;2E53-4802-85;PO18444174044;1
SO43662;18;227;264;20170707;20170717;20170714;288;1;19;6;1;183,94;183,94;0;0,00;181,49;181,49;183,94;14,72;4,60;2E53-4802-85;PO18444174044;1
SO43662;19;227;276;20170707;20170717;20170714;288;1;19;6;1;356,90;356,90;0;0,00;352,14;352,14;356,90;28,55;8,92;2E53-4802-85;PO18444174044;1
SO43662;20;227;285;20170707;20170717;20170714;288;1;19;6;1;178,58;178,58;0;0,00;176,20;176,20;178,58;14,29;4,46;2E53-4802-85;PO18444174044;1
SO43662;21;227;334;20170707;20170717;20170714;288;1;19;6;3;419,46;1 258,38;0;0,00;413,15;1 239,44;1 258,38;100,67;31,46;2E53-4802-85;PO18444174044;1
SO43662;22;227;316;20170707;20170717;20170714;288;1;19;6;1;874,79;874,79;0;0,00;884,71;884,71;874,79;69,98;21,87;2E53-4802-85;PO18444174044;1
SO43663;1;510;322;20170707;20170717;20170714;282;1;100;4;1;419,46;419,46;0;0,00;413,15;413,15;419,46;33,56;10,49;1E90-4FBF-B6;PO18009186470;1
SO43664;1;397;345;20170707;20170717;20170714;286;1;100;1;1;2 039,99;2 039,99;0;0,00;1 912,15;1 912,15;2 039,99;163,20;51,00;2F44-4BA1-BB;PO16617121983;1
SO43664;2;397;348;20170707;20170717;20170714;286;1;100;1;4;2 024,99;8 099,98;0;0,00;1 898,09;7 592,38;8 099,98;648,00;202,50;2F44-4BA1-BB;PO16617121983;1
SO43664;3;397;229;20170707;20170717;20170714;286;1;100;1;1;28,84;28,84;0;0,00;31,72;31,72;28,84;2,31;0,72;2F44-4BA1-BB;PO16617121983;1
SO43664;4;397;235;20170707;20170717;20170714;286;1;100;1;1;28,84;28,84;0;0,00;31,72;31,72;28,84;2,31;0,72;2F44-4BA1-BB;PO16617121983;1
SO43664;5;397;350;20170707;20170717;20170714;286;1;100;1;2;2 024,99;4 049,99;0;0,00;1 898,09;3 796,19;4 049,99;324,00;101,25;2F44-4BA1-BB;PO16617121983;1
SO43664;6;397;344;20170707;20170717;20170714;286;1;100;1;3;2 039,99;6 119,98;0;0,00;1 912,15;5 736,46;6 119,98;489,60;153,00;2F44-4BA1-BB;PO16617121983;1
SO43664;7;397;346;20170707;20170717;20170714;286;1;100;1;1;2 039,99;2 039,99;0;0,00;1 912,15;1 912,15;2 039,99;163,20;51,00;2F44-4BA1-BB;PO16617121983;1
SO43664;8;397;351;20170707;20170717;20170714;286;1;100;1;1;2 024,99;2 024,99;0;0,00;1 898,09;1 898,09;2 024,99;162,00;50,62;2F44-4BA1-BB;PO16617121983;1
SO43665;1;146;220;20170707;20170717;20170714;289;1;100;1;2;20,19;40,37;0;0,00;12,03;24,06;40,37;3,23;1,01;19F0-4638-8E;PO16588191572;1
SO43665;2;146;346;20170707;20170717;20170714;289;1;100;1;1;2 039,99;2 039,99;0;0,00;1 912,15;1 912,15;2 039,99;163,20;51,00;19F0-4638-8E;PO16588191572;1
SO43665;3;146;212;20170707;20170717;20170714;289;1;100;1;1;20,19;20,19;0;0,00;12,03;12,03;20,19;1,61;0,50;19F0-4638-8E;PO16588191572;1
SO43665;4;146;232;20170707;20170717;20170714;289;1;100;1;2;28,84;57,68;0;0,00;31,72;63,45;57,68;4,61;1,44;19F0-4638-8E;PO16588191572;1
SO43665;5;146;350;20170707;20170717;20170714;289;1;100;1;2;2 024,99;4 049,99;0;0,00;1 898,09;3 796,19;4 049,99;324,00;101,25;19F0-4638-8E;PO16588191572;1
SO43665;6;146;223;20170707;20170717;20170714;289;1;100;1;2;5,19;10,37;0;0,00;5,71;11,41;10,37;0,83;0,26;19F0-4638-8E;PO16588191572;1
SO43665;7;146;348;20170707;20170717;20170714;289;1;100;1;2;2 024,99;4 049,99;0;0,00;1 898,09;3 796,19;4 049,99;324,00;101,25;19F0-4638-8E;PO16588191572;1
SO43665;8;146;351;20170707;20170717;20170714;289;1;100;1;1;2 024,99;2 024,99;0;0,00;1 898,09;1 898,09;2 024,99;162,00;50,62;19F0-4638-8E;PO16588191572;1
SO43665;9;146;218;20170707;20170717;20170714;289;1;100;1;6;5,70;34,20;0;0,00;3,40;20,38;34,20;2,74;0,86;19F0-4638-8E;PO16588191572;1
SO43665;10;146;349;20170707;20170717;20170714;289;1;100;1;1;2 024,99;2 024,99;0;0,00;1 898,09;1 898,09;2 024,99;162,00;50,62;19F0-4638-8E;PO16588191572;1
SO43666;1;511;330;20170709;20170719;20170716;282;1;100;4;1;419,46;419,46;0;0,00;413,15;413,15;419,46;33,56;10,49;D46A-40CA-8D;PO16008173883;1
SO43666;2;511;314;20170709;20170719;20170716;282;1;100;4;1;2 146,96;2 146,96;0;0,00;2 171,29;2 171,29;2 146,96;171,76;53,67;D46A-40CA-8D;PO16008173883;1
SO43666;3;511;275;20170709;20170719;20170716;282;1;100;4;1;356,90;356,90;0;0,00;352,14;352,14;356,90;28,55;8,92;D46A-40CA-8D;PO16008173883;1
SO43666;4;511;317;20170709;20170719;20170716;282;1;100;4;1;874,79;874,79;0;0,00;884,71;884,71;874,79;69,98;21,87;D46A-40CA-8D;PO16008173883;1
SO43666;5;511;338;20170709;20170719;20170716;282;1;100;4;2;419,46;838,92;0;0,00;413,15;826,29;838,92;67,11;20,97;D46A-40CA-8D;PO16008173883;1
SO43666;6;511;334;20170709;20170719;20170716;282;1;100;4;1;419,46;419,46;0;0,00;413,15;413,15;419,46;33,56;10,49;D46A-40CA-8D;PO16008173883;1
SO43667;1;646;219;20170710;20170720;20170717;283;1;100;3;3;5,70;17,10;0;0,00;3,40;10,19;17,10;1,37;0,43;4DFB-4B10-A6;PO15428132599;1
SO43667;2;646;346;20170710;20170720;20170717;283;1;100;3;1;2 039,99;2 039,99;0;0,00;1 912,15;1 912,15;2 039,99;163,20;51,00;4DFB-4B10-A6;PO15428132599;1
SO43667;3;646;351;20170710;20170720;20170717;283;1;100;3;1;2 024,99;2 024,99;0;0,00;1 898,09;1 898,09;2 024,99;162,00;50,62;4DFB-4B10-A6;PO15428132599;1
SO43667;4;646;348;20170710;20170720;20170717;283;1;100;3;1;2 024,99;2 024,99;0;0,00;1 898,09;1 898,09;2 024,99;162,00;50,62;4DFB-4B10-A6;PO15428132599;1
SO43668;1;514;317;20170710;20170720;20170717;288;1;19;6;3;874,79;2 624,38;0;0,00;884,71;2 654,12;2 624,38;209,95;65,61;365D-4C9A-BE;PO14732180295;1
SO43668;2;514;314;20170710;20170720;20170717;288;1;19;6;2;2 146,96;4 293,92;0;0,00;2 171,29;4 342,59;4 293,92;343,51;107,35;365D-4C9A-BE;PO14732180295;1
SO43668;3;514;322;20170710;20170720;20170717;288;1;19;6;7;419,46;2 936,21;0;0,00;413,15;2 892,02;2 936,21;234,90;73,41;365D-4C9A-BE;PO14732180295;1
SO43668;4;514;332;20170710;20170720;20170717;288;1;19;6;6;419,46;2 516,75;0;0,00;413,15;2 478,88;2 516,75;201,34;62,92;365D-4C9A-BE;PO14732180295;1
SO43668;5;514;232;20170710;20170720;20170717;288;1;19;6;6;28,84;173,04;0;0,00;31,72;190,35;173,04;13,84;4,33;365D-4C9A-BE;PO14732180295;1
SO43668;6;514;272;20170710;20170720;20170717;288;1;19;6;6;183,94;1 103,63;0;0,00;181,49;1 088,91;1 103,63;88,29;27,59;365D-4C9A-BE;PO14732180295;1
SO43668;7;514;212;20170710;20170720;20170717;288;1;19;6;2;20,19;40,37;0;0,00;12,03;24,06;40,37;3,23;1,01;365D-4C9A-BE;PO14732180295;1
SO43668;8;514;220;20170710;20170720;20170717;288;1;19;6;2;20,19;40,37;0;0,00;12,03;24,06;40,37;3,23;1,01;365D-4C9A-BE;PO14732180295;1
SO43668;9;514;315;20170710;20170720;20170717;288;1;19;6;2;874,79;1 749,59;0;0,00;884,71;1 769,42;1 749,59;139,97;43,74;365D-4C9A-BE;PO14732180295;1
SO43668;10;514;223;20170710;20170720;20170717;288;1;19;6;4;5,19;20,75;0;0,00;5,71;22,82;20,75;1,66;0,52;365D-4C9A-BE;PO14732180295;1
SO43668;11;514;270;20170710;20170720;20170717;288;1;19;6;2;183,94;367,88;0;0,00;181,49;362,97;367,88;29,43;9,20;365D-4C9A-BE;PO14732180295;1
SO43668;12;514;316;20170710;20170720;20170717;288;1;19;6;3;874,79;2 624,38;0;0,00;884,71;2 654,12;2 624,38;209,95;65,61;365D-4C9A-BE;PO14732180295;1
SO43668;13;514;324;20170710;20170720;20170717;288;1;19;6;3;419,46;1 258,38;0;0,00;413,15;1 239,44;1 258,38;100,67;31,46;365D-4C9A-BE;PO14732180295;1
SO43668;14;514;342;20170710;20170720;20170717;288;1;19;6;2;419,46;838,92;0;0,00;413,15;826,29;838,92;67,11;20,97;365D-4C9A-BE;PO14732180295;1
