ProductKey,DateKey,UnitCost,UnitsIn,UnitsOut,UnitsBalance
485,20191113,8.75,7,6,-2
485,20191114,8.75,6,7,-3
485,20191115,8.71,7,9,-5
485,20191116,8.75,9,5,-1
485,20191117,8.73,5,9,-5
485,20191118,8.73,9,8,-4
485,20191119,8.69,8,12,-8
485,20191120,8.7,12,5,-1
485,20191121,8.66,5,4,0
485,20191122,8.69,4,13,-9
485,20191123,8.71,13,5,-1
485,20191124,8.7,5,7,-3
485,20191125,8.69,7,8,-4
485,20191126,8.65,8,5,-1
485,20191127,8.65,5,9,-5
485,20191128,8.69,9,7,-3
485,20191129,8.69,7,7,-3
485,20191130,8.7,7,3,1
485,20191201,8.71,3,7,-3
485,20191202,8.68,7,3,1
485,20191203,8.69,3,4,0
485,20191204,8.65,4,6,-2
485,20191205,8.62,6,7,-3
485,20191206,8.64,7,12,-8
485,20191207,8.64,12,11,-7
485,20191208,8.61,11,9,-5
485,20191209,8.6,9,4,0
485,20191210,8.59,4,15,-11
485,20191211,8.59,15,11,-7
485,20191212,8.55,11,3,1
485,20191213,8.54,3,14,-10
485,20191214,8.57,14,11,-7
485,20191215,8.59,11,3,1
485,20191216,8.58,3,7,-3
485,20191217,8.57,7,7,-3
485,20191218,8.58,7,9,-5
485,20191219,8.59,9,9,-5
485,20191220,8.6,9,3,1
485,20191221,8.59,3,9,-5
485,20191222,8.61,9,0,4
485,20191223,8.65,0,3,1
485,20191224,8.61,3,5,-1
485,20191225,8.59,5,7,-3
485,20191226,8.56,7,8,-4
485,20191227,8.58,8,7,-3
485,20191228,8.57,7,2,2
485,20191229,8.62,2,5,-1
485,20191230,8.61,5,4,0
485,20191231,8.61,4,3,1
485,20200101,8.6,3,6,-2
485,20200102,8.56,6,3,1
485,20200103,8.55,3,3,1
485,20200104,8.56,3,2,2
485,20200105,8.58,2,4,0
485,20200106,8.57,4,6,-2
485,20200107,8.54,6,3,1
485,20200108,8.55,3,6,-2
