ProductKey,DateKey,UnitCost,UnitsIn,UnitsOut,UnitsBalance
1,20170701,0.3,0,0,875
1,20170702,0.3,0,0,875
1,20170703,0.3,0,0,875
1,20170704,0.3,0,0,875
1,20170705,0.3,0,0,875
1,20170706,0.3,0,0,875
1,20170707,0.3,0,0,875
1,20170708,0.3,0,0,875
1,20170709,0.3,0,0,875
1,20170710,0.3,0,0,875
1,20170711,0.3,0,0,875
1,20170712,0.3,0,0,875
1,20170713,0.3,0,0,875
1,20170714,0.3,0,0,875
1,20170715,0.3,0,0,875
1,20170716,0.3,0,0,875
1,20170717,0.3,0,0,875
1,20170718,0.3,0,0,875
1,20170719,0.3,0,0,875
1,20170720,0.3,0,0,875
1,20170721,0.3,0,0,875
1,20170722,0.3,0,0,875
1,20170723,0.3,0,0,875
1,20170724,0.3,0,0,875
1,20170725,0.3,0,0,875
1,20170726,0.3,0,0,875
1,20170727,0.3,0,0,875
1,20170728,0.3,0,0,875
1,20170729,0.3,0,0,875
1,20170730,0.3,0,0,875
1,20170731,0.3,0,0,875
1,20170801,0.3,0,0,875
1,20170802,0.3,0,0,875
1,20170803,0.3,0,0,875
1,20170804,0.3,0,0,875
1,20170805,0.3,0,0,875
1,20170806,0.3,0,0,875
1,20170807,0.3,0,0,875
1,20170808,0.3,0,0,875
1,20170809,0.3,0,0,875
1,20170810,0.3,0,0,875
1,20170811,0.3,0,0,875
1,20170812,0.3,0,0,875
1,20170813,0.3,0,0,875
1,20170814,0.31,0,0,875
1,20170815,0.3,0,0,875
1,20170816,0.31,0,0,875
1,20170817,0.3,0,0,875
1,20170818,0.3,0,0,875
1,20170819,0.3,0,0,875
1,20170820,0.3,0,0,875
1,20170821,0.3,0,0,875
1,20170822,0.3,0,0,875
1,20170823,0.3,0,0,875
1,20170824,0.3,0,0,875
1,20170825,0.3,0,0,875
1,20170826,0.3,0,0,875
1,20170827,0.3,0,0,875
1,20170828,0.3,0,0,875
1,20170829,0.3,0,0,875
1,20170830,0.3,0,0,875
1,20170831,0.3,0,0,875
1,20170901,0.3,0,0,875
1,20170902,0.3,0,0,875
1,20170903,0.3,0,0,875
1,20170904,0.3,0,0,875
1,20170905,0.3,0,0,875
1,20170906,0.3,0,0,875
1,20170907,0.3,0,0,875
1,20170908,0.3,0,0,875
1,20170909,0.3,0,0,875
1,20170910,0.3,0,0,875
1,20170911,0.3,0,0,875
1,20170912,0.3,0,0,875
1,20170913,0.3,0,0,875
1,20170914,0.3,0,0,875
1,20170915,0.3,0,0,875
1,20170916,0.3,0,0,875
1,20170917,0.3,0,0,875
